E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_33_468.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_33_468.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_33_468.jpg, 0, 0, 0, 7.828676E-05
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_33_570.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_33_570.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_33_570.jpg, 0, 0, 0, 7.80606E-05
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_33_672.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_33_672.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_33_672.jpg, 0, 0, 0, 7.8517E-05
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_33_774.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_33_774.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_33_774.jpg, 0, 0, 0, 7.831677E-05
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_33_875.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_33_875.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_33_875.jpg, 0, 0, 0, 7.914061E-05
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_33_977.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_33_977.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_33_977.jpg, 0, 0, 0, 8.000297E-05
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_34_079.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_34_079.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_34_079.jpg, 0, 0, 0, 8.198917E-05
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_34_181.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_34_181.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_34_181.jpg, 0, 0, 0, 7.773063E-05
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_34_283.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_34_283.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_34_283.jpg, 0, 0, 0, 7.848542E-05
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_34_386.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_34_386.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_34_386.jpg, 0, 0, 0, 7.813918E-05
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_34_488.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_34_488.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_34_488.jpg, 0, 0.2974467, 0, 0.2067192
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_34_593.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_34_593.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_34_593.jpg, 0, 0.596781, 0, 0.7714555
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_34_694.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_34_694.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_34_694.jpg, 0, 0.9009252, 0, 1.700551
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_34_795.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_34_795.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_34_795.jpg, 0, 1, 0, 2.890715
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_34_898.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_34_898.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_34_898.jpg, 0, 1, 0, 4.066472
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_35_001.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_35_001.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_35_001.jpg, 0, 1, 0, 5.231691
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_35_102.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_35_102.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_35_102.jpg, 0, 1, 0, 6.385505
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_35_203.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_35_203.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_35_203.jpg, 0, 1, 0, 7.528129
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_35_304.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_35_304.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_35_304.jpg, -0.1371594, 1, 0, 8.655434
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_35_407.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_35_407.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_35_407.jpg, -0.3013427, 1, 0, 9.950158
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_35_508.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_35_508.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_35_508.jpg, -0.008857983, 1, 0, 11.0556
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_35_612.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_35_612.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_35_612.jpg, 0, 1, 0, 11.90133
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_35_714.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_35_714.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_35_714.jpg, 0, 1, 0, 13.17153
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_35_815.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_35_815.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_35_815.jpg, 0, 1, 0, 14.32695
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_35_918.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_35_918.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_35_918.jpg, 0, 1, 0, 15.30767
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_36_020.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_36_020.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_36_020.jpg, -0.2587795, 1, 0, 16.46088
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_36_120.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_36_120.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_36_120.jpg, -0.5621625, 1, 0, 17.2293
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_36_222.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_36_222.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_36_222.jpg, -0.8661322, 1, 0, 18.13382
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_36_326.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_36_326.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_36_326.jpg, -0.7497406, 1, 0, 19.13448
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_36_426.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_36_426.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_36_426.jpg, -0.4496272, 1, 0, 20.09946
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_36_527.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_36_527.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_36_527.jpg, -0.1441062, 1, 0, 21.21105
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_36_629.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_36_629.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_36_629.jpg, 0, 1, 0, 22.11415
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_36_732.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_36_732.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_36_732.jpg, 0, 1, 0, 23.13409
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_36_831.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_36_831.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_36_831.jpg, 0, 1, 0, 24.09206
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_36_934.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_36_934.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_36_934.jpg, 0, 1, 0, 25.06312
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_37_035.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_37_035.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_37_035.jpg, 0, 1, 0, 26.01868
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_37_138.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_37_138.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_37_138.jpg, 0, 1, 0, 26.96501
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_37_238.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_37_238.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_37_238.jpg, 0, 1, 0, 27.90214
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_37_342.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_37_342.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_37_342.jpg, -0.02727837, 1, 0, 28.8297
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_37_443.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_37_443.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_37_443.jpg, -0.3218669, 1, 0, 29.68786
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_37_545.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_37_545.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_37_545.jpg, -0.03110072, 1, 0, 30.19043
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_37_647.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_37_647.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_37_647.jpg, 0, 1, 0, 30.18987
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_37_749.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_37_749.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_37_749.jpg, 0, 1, 0, 30.19027
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_37_852.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_37_852.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_37_852.jpg, 0, 1, 0, 30.19029
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_37_955.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_37_955.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_37_955.jpg, -0.04663176, 1, 0, 30.18989
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_38_057.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_38_057.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_38_057.jpg, -0.3416058, 1, 0, 30.16353
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_38_159.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_38_159.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_38_159.jpg, -0.08299726, 1, 0, 30.19108
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_38_261.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_38_261.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_38_261.jpg, 0, 1, 0, 30.18979
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_38_365.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_38_365.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_38_365.jpg, 0, 1, 0, 30.19056
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_38_466.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_38_466.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_38_466.jpg, -0.161535, 1, 0, 30.18406
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_38_566.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_38_566.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_38_566.jpg, -0.4102675, 1, 0, 30.15675
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_38_666.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_38_666.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_38_666.jpg, -0.1087568, 1, 0, 30.19189
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_38_767.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_38_767.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_38_767.jpg, -0.05006375, 1, 0, 30.19007
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_38_871.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_38_871.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_38_871.jpg, -0.15988, 1, 0, 30.18824
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_38_971.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_38_971.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_38_971.jpg, 0, 1, 0, 30.18996
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_39_075.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_39_075.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_39_075.jpg, 0, 1, 0, 30.19026
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_39_177.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_39_177.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_39_177.jpg, 0, 1, 0, 30.19025
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_39_278.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_39_278.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_39_278.jpg, 0, 1, 0, 30.19028
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_39_384.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_39_384.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_39_384.jpg, 0, 1, 0, 30.19029
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_39_487.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_39_487.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_39_487.jpg, -0.3119539, 1, 0, 30.16668
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_39_589.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_39_589.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_39_589.jpg, -0.2017718, 1, 0, 30.18952
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_39_690.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_39_690.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_39_690.jpg, 0, 1, 0, 30.18856
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_39_791.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_39_791.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_39_791.jpg, 0, 1, 0, 30.19016
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_39_892.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_39_892.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_39_892.jpg, 0, 1, 0, 30.19029
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_39_994.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_39_994.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_39_994.jpg, 0, 1, 0, 30.19039
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_40_096.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_40_096.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_40_096.jpg, 0, 1, 0, 30.19032
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_40_198.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_40_198.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_40_198.jpg, -0.1187589, 1, 0, 30.18661
E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\center_2018_11_17_10_50_40_301.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\left_2018_11_17_10_50_40_301.jpg, E:\Projects\Udemy_Self_Driving_Car\Simulator Data\IMG\right_2018_11_17_10_50_40_301.jpg, -0.3682643, 1, 0, 30.16142
